date,origin_country,destination_region,barrels,vessel_count
2022-01-02,Russia,Global,7562887,38
2022-01-02,Iraq,Global,4553741,23
2022-01-02,UAE,Global,3685795,18
2022-01-03,Saudi Arabia,Global,8821644,44
2022-01-03,USA,Global,8120031,41
2022-01-03,Russia,Global,7598887,38
2022-01-03,Iraq,Global,4489002,22
2022-01-03,UAE,Global,3561127,18
2022-01-04,Saudi Arabia,Global,9168179,46
2022-01-04,USA,Global,8144608,41
2022-01-04,Russia,Global,7342308,37
2022-01-04,Iraq,Global,4636784,23
2022-01-04,UAE,Global,3504057,18
2022-01-05,Saudi Arabia,Global,9028124,45
2022-01-05,USA,Global,8028173,40
2022-01-05,Russia,Global,7494657,37
2022-01-05,Iraq,Global,4695949,23
2022-01-05,UAE,Global,3504635,18
2022-01-06,Saudi Arabia,Global,8852688,44
2022-01-06,USA,Global,7961591,40
2022-01-06,Russia,Global,7547425,38
2022-01-06,Iraq,Global,4705003,24
2022-01-06,UAE,Global,3611085,18
2022-01-07,Saudi Arabia,Global,8896461,44
2022-01-07,USA,Global,8396820,42
2022-01-07,Russia,Global,7563758,38
2022-01-07,Iraq,Global,4715350,24
2022-01-07,UAE,Global,3501284,18
2022-01-08,Saudi Arabia,Global,9107460,46
2022-01-08,USA,Global,8153376,41
2022-01-08,Russia,Global,7710185,39
2022-01-08,Iraq,Global,4686061,23
2022-01-08,UAE,Global,3658285,18
2022-01-09,Saudi Arabia,Global,8983599,45
2022-01-09,USA,Global,7945100,40
2022-01-09,Russia,Global,7580753,38
2022-01-09,Iraq,Global,4670831,23
2022-01-09,UAE,Global,3497454,17
2022-01-10,Saudi Arabia,Global,9194034,46
2022-01-10,USA,Global,8252151,41
2022-01-10,Russia,Global,7396810,37
2022-01-10,Iraq,Global,4408721,22
2022-01-10,UAE,Global,3513202,18
2022-01-11,Saudi Arabia,Global,9083787,45
2022-01-11,USA,Global,7958960,40
2022-01-11,Russia,Global,7740476,39
2022-01-11,Iraq,Global,4601255,23
2022-01-11,UAE,Global,3543562,18
2022-01-12,Saudi Arabia,Global,8825634,44
2022-01-12,USA,Global,7843649,39
2022-01-12,Russia,Global,7583172,38
2022-01-12,Iraq,Global,4221132,21
2022-01-12,UAE,Global,3692917,18
2022-01-13,Saudi Arabia,Global,9020661,45
2022-01-13,USA,Global,8530848,43
2022-01-13,Russia,Global,7890572,39
2022-01-13,Iraq,Global,4517167,23
2022-01-13,UAE,Global,3528434,18
2022-01-14,Saudi Arabia,Global,9197072,46
2022-01-14,USA,Global,8303210,42
2022-01-14,Russia,Global,7302030,37
2022-01-14,Iraq,Global,4279778,21
2022-01-14,UAE,Global,3454429,17
2022-01-15,Saudi Arabia,Global,9138481,46
2022-01-15,USA,Global,8125602,41
2022-01-15,Russia,Global,7711536,39
2022-01-15,Iraq,Global,4371116,22
2022-01-15,UAE,Global,3203649,16
2022-01-16,Saudi Arabia,Global,9183094,46
2022-01-16,USA,Global,7930162,40
2022-01-16,Russia,Global,7251618,36
2022-01-16,Iraq,Global,4576151,23
2022-01-16,UAE,Global,3673368,18
2022-01-17,Saudi Arabia,Global,9039388,45
2022-01-17,USA,Global,7989019,40
2022-01-17,Russia,Global,7533792,38
2022-01-17,Iraq,Global,4502109,23
2022-01-17,UAE,Global,3355489,17
2022-01-18,Saudi Arabia,Global,8953782,45
2022-01-18,USA,Global,8139176,41
2022-01-18,Russia,Global,7609236,38
2022-01-18,Iraq,Global,4586193,23
2022-01-18,UAE,Global,3411712,17
2022-01-19,Saudi Arabia,Global,9037028,45
2022-01-19,USA,Global,7737694,39
2022-01-19,Russia,Global,7591025,38
2022-01-19,Iraq,Global,4778583,24
2022-01-19,UAE,Global,3343134,17
2022-01-20,Saudi Arabia,Global,8979615,45
2022-01-20,USA,Global,8116871,41
2022-01-20,Russia,Global,7755431,39
2022-01-20,Iraq,Global,4500271,23
2022-01-20,UAE,Global,3463667,17
2022-01-21,Saudi Arabia,Global,8775397,44
2022-01-21,USA,Global,8086251,40
2022-01-21,Russia,Global,7877047,39
2022-01-21,Iraq,Global,4612339,23
2022-01-21,UAE,Global,3567393,18
2022-01-22,Saudi Arabia,Global,9122257,46
2022-01-22,USA,Global,8072281,40
2022-01-22,Russia,Global,7451993,37
2022-01-22,Iraq,Global,4697437,23
2022-01-22,UAE,Global,3607809,18
2022-01-23,Saudi Arabia,Global,9079775,45
2022-01-23,USA,Global,7930828,40
2022-01-23,Russia,Global,7772659,39
2022-01-23,Iraq,Global,4676838,23
2022-01-23,UAE,Global,3494195,17
2022-01-24,Saudi Arabia,Global,9230571,46
2022-01-24,USA,Global,8005662,40
2022-01-24,Russia,Global,7462997,37
2022-01-24,Iraq,Global,4466342,22
2022-01-24,UAE,Global,3314637,17
2022-01-25,Saudi Arabia,Global,9154170,46
2022-01-25,USA,Global,7808767,39
2022-01-25,Russia,Global,7399172,37
2022-01-25,Iraq,Global,4272101,21
2022-01-25,UAE,Global,3570528,18
2022-01-26,Saudi Arabia,Global,9064007,45
2022-01-26,USA,Global,8037551,40
2022-01-26,Russia,Global,7430168,37
2022-01-26,Iraq,Global,4410720,22
2022-01-26,UAE,Global,3656211,18
2022-01-27,Saudi Arabia,Global,9007063,45
2022-01-27,USA,Global,8137100,41
2022-01-27,Russia,Global,7456859,37
2022-01-27,Iraq,Global,4616805,23
2022-01-27,UAE,Global,3785138,19
2022-01-28,Saudi Arabia,Global,9180635,46
2022-01-28,USA,Global,8030848,40
2022-01-28,Russia,Global,7631290,38
2022-01-28,Iraq,Global,4556610,23
2022-01-28,UAE,Global,3593892,18
2022-01-29,Saudi Arabia,Global,9046905,45
2022-01-29,USA,Global,8071096,40
2022-01-29,Russia,Global,7627561,38
2022-01-29,Iraq,Global,4446743,22
2022-01-29,UAE,Global,3443365,17
2022-01-30,Saudi Arabia,Global,8890474,44
2022-01-30,USA,Global,7858714,39
2022-01-30,Russia,Global,7416163,37
2022-01-30,Iraq,Global,4622674,23
2022-01-30,UAE,Global,3464837,17
2022-01-31,Saudi Arabia,Global,9178776,46
2022-01-31,USA,Global,8106941,41
2022-01-31,Russia,Global,7306459,37
2022-01-31,Iraq,Global,4699981,23
2022-01-31,UAE,Global,3723354,19
2022-02-01,Saudi Arabia,Global,8955604,45
2022-02-01,USA,Global,8167712,41
2022-02-01,Russia,Global,7476208,37
2022-02-01,Iraq,Global,4619334,23
2022-02-01,UAE,Global,3415008,17
2022-02-02,Saudi Arabia,Global,8838635,44
2022-02-02,USA,Global,8050178,40
2022-02-02,Russia,Global,7589042,38
2022-02-02,Iraq,Global,4547949,23
2022-02-02,UAE,Global,3429996,17
2022-02-03,Saudi Arabia,Global,9050502,45
2022-02-03,USA,Global,8150881,41
2022-02-03,Russia,Global,7603753,38
2022-02-03,Iraq,Global,4637862,23
2022-02-03,UAE,Global,3509970,18
2022-02-04,Saudi Arabia,Global,9289098,46
2022-02-04,USA,Global,7936914,40
2022-02-04,Russia,Global,7686474,38
2022-02-04,Iraq,Global,4790624,24
2022-02-04,UAE,Global,3685477,18
2022-02-05,Saudi Arabia,Global,9085781,45
2022-02-05,USA,Global,8036915,40
2022-02-05,Russia,Global,7771573,39
2022-02-05,Iraq,Global,4402714,22
2022-02-05,UAE,Global,3470641,17
2022-02-06,Saudi Arabia,Global,9059312,45
2022-02-06,USA,Global,8304593,42
2022-02-06,Russia,Global,7675910,38
2022-02-06,Iraq,Global,4473738,22
2022-02-06,UAE,Global,3572399,18
2022-02-07,Saudi Arabia,Global,9029547,45
2022-02-07,USA,Global,8015227,40
2022-02-07,Russia,Global,7768529,39
2022-02-07,Iraq,Global,4415934,22
2022-02-07,UAE,Global,3863013,19
2022-02-08,Saudi Arabia,Global,9248644,46
2022-02-08,USA,Global,8288039,41
2022-02-08,Russia,Global,7554968,38
2022-02-08,Iraq,Global,4601918,23
2022-02-08,UAE,Global,3409437,17
2022-02-09,Saudi Arabia,Global,9048387,45
2022-02-09,USA,Global,8201135,41
2022-02-09,Russia,Global,7821496,39
2022-02-09,Iraq,Global,4461013,22
2022-02-09,UAE,Global,3572261,18
2022-02-10,Saudi Arabia,Global,9107031,46
2022-02-10,USA,Global,7920358,40
2022-02-10,Russia,Global,7718428,39
2022-02-10,Iraq,Global,4521127,23
2022-02-10,UAE,Global,3600417,18
2022-02-11,Saudi Arabia,Global,9064535,45
2022-02-11,USA,Global,8013926,40
2022-02-11,Russia,Global,7631270,38
2022-02-11,Iraq,Global,4599985,23
2022-02-11,UAE,Global,3576548,18
2022-02-12,Saudi Arabia,Global,9025619,45
2022-02-12,USA,Global,8182817,41
2022-02-12,Russia,Global,7882931,39
2022-02-12,Iraq,Global,4655872,23
2022-02-12,UAE,Global,3784306,19
2022-02-13,Saudi Arabia,Global,8928877,45
2022-02-13,USA,Global,8161075,41
2022-02-13,Russia,Global,7472805,37
2022-02-13,Iraq,Global,4415872,22
2022-02-13,UAE,Global,3526505,18
2022-02-14,Saudi Arabia,Global,9318677,47
2022-02-14,USA,Global,8282394,41
2022-02-14,Russia,Global,7676342,38
2022-02-14,Iraq,Global,4409987,22
2022-02-14,UAE,Global,3610450,18
2022-02-15,Saudi Arabia,Global,9187586,46
2022-02-15,USA,Global,8168662,41
2022-02-15,Russia,Global,7365762,37
2022-02-15,Iraq,Global,4508784,23
2022-02-15,UAE,Global,3632720,18
2022-02-16,Saudi Arabia,Global,9225172,46
2022-02-16,USA,Global,7815310,39
2022-02-16,Russia,Global,7620410,38
2022-02-16,Iraq,Global,4666186,23
2022-02-16,UAE,Global,3772171,19
2022-02-17,Saudi Arabia,Global,9251012,46
2022-02-17,USA,Global,8234469,41
2022-02-17,Russia,Global,7527092,38
2022-02-17,Iraq,Global,4360883,22
2022-02-17,UAE,Global,3588125,18
2022-02-18,Saudi Arabia,Global,9299639,46
2022-02-18,USA,Global,8358413,42
2022-02-18,Russia,Global,7755977,39
2022-02-18,Iraq,Global,4713796,24
2022-02-18,UAE,Global,3706340,19
2022-02-19,Saudi Arabia,Global,9068243,45
2022-02-19,USA,Global,8132152,41
2022-02-19,Russia,Global,7902022,40
2022-02-19,Iraq,Global,4510277,23
2022-02-19,UAE,Global,3893878,19
2022-02-20,Saudi Arabia,Global,9105579,46
2022-02-20,USA,Global,8352698,42
2022-02-20,Russia,Global,7442861,37
2022-02-20,Iraq,Global,4741769,24
2022-02-20,UAE,Global,3543367,18
2022-02-21,Saudi Arabia,Global,8943769,45
2022-02-21,USA,Global,8188839,41
2022-02-21,Russia,Global,7807480,39
2022-02-21,Iraq,Global,4529318,23
2022-02-21,UAE,Global,3431207,17
2022-02-22,Saudi Arabia,Global,9144412,46
2022-02-22,USA,Global,8145074,41
2022-02-22,Russia,Global,7740437,39
2022-02-22,Iraq,Global,4800628,24
2022-02-22,UAE,Global,3649277,18
2022-02-23,Saudi Arabia,Global,9438598,47
2022-02-23,USA,Global,8193907,41
2022-02-23,Russia,Global,7608308,38
2022-02-23,Iraq,Global,4418537,22
2022-02-23,UAE,Global,3620873,18
2022-02-24,Saudi Arabia,Global,9111850,46
2022-02-24,USA,Global,8306354,42
2022-02-24,Russia,Global,7731680,39
2022-02-24,Iraq,Global,4485402,22
2022-02-24,UAE,Global,3688146,18
2022-02-25,Saudi Arabia,Global,9265025,46
2022-02-25,USA,Global,8393500,42
2022-02-25,Russia,Global,7797421,39
2022-02-25,Iraq,Global,4778422,24
2022-02-25,UAE,Global,3673308,18
2022-02-26,Saudi Arabia,Global,9224481,46
2022-02-26,USA,Global,8353660,42
2022-02-26,Russia,Global,7466318,37
2022-02-26,Iraq,Global,4613818,23
2022-02-26,UAE,Global,3550349,18
2022-02-27,Saudi Arabia,Global,9224997,46
2022-02-27,USA,Global,8352657,42
2022-02-27,Russia,Global,7578578,38
2022-02-27,Iraq,Global,4309578,22
2022-02-27,UAE,Global,3606291,18
2022-02-28,Saudi Arabia,Global,9306984,47
2022-02-28,USA,Global,8250608,41
2022-02-28,Russia,Global,7734191,39
2022-02-28,Iraq,Global,4627964,23
2022-02-28,UAE,Global,3478109,17
2022-03-01,Saudi Arabia,Global,9249047,46
2022-03-01,USA,Global,8046611,40
2022-03-01,Russia,Global,7999367,40
2022-03-01,Iraq,Global,4757329,24
2022-03-01,UAE,Global,3584656,18
2022-03-02,Saudi Arabia,Global,9081783,45
2022-03-02,USA,Global,8159550,41
2022-03-02,Russia,Global,7637566,38
2022-03-02,Iraq,Global,4841016,24
2022-03-02,UAE,Global,3701454,19
2022-03-03,Saudi Arabia,Global,9065434,45
2022-03-03,USA,Global,8458744,42
2022-03-03,Russia,Global,7682575,38
2022-03-03,Iraq,Global,4790504,24
2022-03-03,UAE,Global,3583944,18
2022-03-04,Saudi Arabia,Global,9231281,46
2022-03-04,USA,Global,8223480,41
2022-03-04,Russia,Global,7393366,37
2022-03-04,Iraq,Global,4979105,25
2022-03-04,UAE,Global,3870410,19
2022-03-05,Saudi Arabia,Global,9118817,46
2022-03-05,USA,Global,8013056,40
2022-03-05,Russia,Global,7730531,39
2022-03-05,Iraq,Global,4691401,23
2022-03-05,UAE,Global,3731747,19
2022-03-06,Saudi Arabia,Global,9208663,46
2022-03-06,USA,Global,8255862,41
2022-03-06,Russia,Global,7897022,39
2022-03-06,Iraq,Global,4765142,24
2022-03-06,UAE,Global,3522478,18
2022-03-07,Saudi Arabia,Global,9385787,47
2022-03-07,USA,Global,8427495,42
2022-03-07,Russia,Global,8154211,41
2022-03-07,Iraq,Global,4512879,23
2022-03-07,UAE,Global,3717835,19
2022-03-08,Saudi Arabia,Global,8870511,44
2022-03-08,USA,Global,8265798,41
2022-03-08,Russia,Global,7600596,38
2022-03-08,Iraq,Global,4971342,25
2022-03-08,UAE,Global,3566633,18
2022-03-09,Saudi Arabia,Global,8930817,45
2022-03-09,USA,Global,8113505,41
2022-03-09,Russia,Global,7387871,37
2022-03-09,Iraq,Global,4796859,24
2022-03-09,UAE,Global,3374432,17
2022-03-10,Saudi Arabia,Global,9189777,46
2022-03-10,USA,Global,7873837,39
2022-03-10,Russia,Global,7637464,38
2022-03-10,Iraq,Global,4932015,25
2022-03-10,UAE,Global,3739606,19
2022-03-11,Saudi Arabia,Global,9057243,45
2022-03-11,USA,Global,8182087,41
2022-03-11,Russia,Global,7689470,38
2022-03-11,Iraq,Global,4757662,24
2022-03-11,UAE,Global,3481739,17
2022-03-12,Saudi Arabia,Global,9276856,46
2022-03-12,USA,Global,7782312,39
2022-03-12,Russia,Global,7593489,38
2022-03-12,Iraq,Global,4614730,23
2022-03-12,UAE,Global,3782970,19
2022-03-13,Saudi Arabia,Global,9192514,46
2022-03-13,USA,Global,7978285,40
2022-03-13,Russia,Global,7541370,38
2022-03-13,Iraq,Global,4718921,24
2022-03-13,UAE,Global,3677259,18
2022-03-14,Saudi Arabia,Global,9103343,46
2022-03-14,USA,Global,8118086,41
2022-03-14,Russia,Global,7794637,39
2022-03-14,Iraq,Global,4612557,23
2022-03-14,UAE,Global,3676998,18
2022-03-15,Saudi Arabia,Global,9516737,48
2022-03-15,USA,Global,7977695,40
2022-03-15,Russia,Global,7413471,37
2022-03-15,Iraq,Global,4808785,24
2022-03-15,UAE,Global,3589451,18
2022-03-16,Saudi Arabia,Global,9144490,46
2022-03-16,USA,Global,8075053,40
2022-03-16,Russia,Global,7653256,38
2022-03-16,Iraq,Global,4932007,25
2022-03-16,UAE,Global,3812545,19
2022-03-17,Saudi Arabia,Global,9322482,47
2022-03-17,USA,Global,7980714,40
2022-03-17,Russia,Global,7520475,38
2022-03-17,Iraq,Global,4267286,21
2022-03-17,UAE,Global,3571741,18
2022-03-18,Saudi Arabia,Global,9337518,47
2022-03-18,USA,Global,8271555,41
2022-03-18,Russia,Global,7660786,38
2022-03-18,Iraq,Global,4690668,23
2022-03-18,UAE,Global,3590680,18
2022-03-19,Saudi Arabia,Global,9225534,46
2022-03-19,USA,Global,8309702,42
2022-03-19,Russia,Global,7452437,37
2022-03-19,Iraq,Global,4739767,24
2022-03-19,UAE,Global,3834685,19
2022-03-20,Saudi Arabia,Global,9133305,46
2022-03-20,USA,Global,8300675,42
2022-03-20,Russia,Global,8117768,41
2022-03-20,Iraq,Global,4679918,23
2022-03-20,UAE,Global,3754566,19
2022-03-21,Saudi Arabia,Global,9085553,45
2022-03-21,USA,Global,8223449,41
2022-03-21,Russia,Global,7765302,39
2022-03-21,Iraq,Global,4725488,24
2022-03-21,UAE,Global,3543307,18
2022-03-22,Saudi Arabia,Global,9227849,46
2022-03-22,USA,Global,8416224,42
2022-03-22,Russia,Global,7764190,39
2022-03-22,Iraq,Global,4841193,24
2022-03-22,UAE,Global,3661343,18
2022-03-23,Saudi Arabia,Global,9309955,47
2022-03-23,USA,Global,8239360,41
2022-03-23,Russia,Global,7554833,38
2022-03-23,Iraq,Global,4745248,24
2022-03-23,UAE,Global,3548715,18
2022-03-24,Saudi Arabia,Global,9103054,46
2022-03-24,USA,Global,8226386,41
2022-03-24,Russia,Global,7742573,39
2022-03-24,Iraq,Global,4519602,23
2022-03-24,UAE,Global,3856084,19
2022-03-25,Saudi Arabia,Global,9284245,46
2022-03-25,USA,Global,8092735,40
2022-03-25,Russia,Global,7467807,37
2022-03-25,Iraq,Global,4676709,23
2022-03-25,UAE,Global,3631553,18
2022-03-26,Saudi Arabia,Global,9215815,46
2022-03-26,USA,Global,8144376,41
2022-03-26,Russia,Global,7397725,37
2022-03-26,Iraq,Global,4640592,23
2022-03-26,UAE,Global,3653001,18
2022-03-27,Saudi Arabia,Global,9294233,46
2022-03-27,USA,Global,8094454,40
2022-03-27,Russia,Global,7950985,40
2022-03-27,Iraq,Global,4412438,22
2022-03-27,UAE,Global,3895859,19
2022-03-28,Saudi Arabia,Global,9165817,46
2022-03-28,USA,Global,8328403,42
2022-03-28,Russia,Global,7711435,39
2022-03-28,Iraq,Global,4870398,24
2022-03-28,UAE,Global,3641361,18
2022-03-29,Saudi Arabia,Global,9034894,45
2022-03-29,USA,Global,8412763,42
2022-03-29,Russia,Global,7682665,38
2022-03-29,Iraq,Global,4732921,24
2022-03-29,UAE,Global,3884900,19
2022-03-30,Saudi Arabia,Global,9045057,45
2022-03-30,USA,Global,8289174,41
2022-03-30,Russia,Global,7611366,38
2022-03-30,Iraq,Global,4680025,23
2022-03-30,UAE,Global,3710692,19
2022-03-31,Saudi Arabia,Global,8974920,45
2022-03-31,USA,Global,8083128,40
2022-03-31,Russia,Global,7902615,40
2022-03-31,Iraq,Global,4832882,24
2022-03-31,UAE,Global,3690558,18
2022-04-01,Saudi Arabia,Global,9236467,46
2022-04-01,USA,Global,8155862,41
2022-04-01,Russia,Global,7903486,40
2022-04-01,Iraq,Global,4669945,23
2022-04-01,UAE,Global,3734774,19
2022-04-02,Saudi Arabia,Global,9371888,47
2022-04-02,USA,Global,8083378,40
2022-04-02,Russia,Global,7933802,40
2022-04-02,Iraq,Global,4470414,22
2022-04-02,UAE,Global,3944430,20
2022-04-03,Saudi Arabia,Global,9144008,46
2022-04-03,USA,Global,8163504,41
2022-04-03,Russia,Global,7416408,37
2022-04-03,Iraq,Global,4631690,23
2022-04-03,UAE,Global,3543938,18
2022-04-04,Saudi Arabia,Global,9108629,46
2022-04-04,USA,Global,8179179,41
2022-04-04,Russia,Global,7843445,39
2022-04-04,Iraq,Global,4730916,24
2022-04-04,UAE,Global,3745927,19
2022-04-05,Saudi Arabia,Global,9035256,45
2022-04-05,USA,Global,8067470,40
2022-04-05,Russia,Global,7969392,40
2022-04-05,Iraq,Global,4589303,23
2022-04-05,UAE,Global,3948015,20
2022-04-06,Saudi Arabia,Global,9162873,46
2022-04-06,USA,Global,8199675,41
2022-04-06,Russia,Global,7859887,39
2022-04-06,Iraq,Global,4890116,24
2022-04-06,UAE,Global,3682710,18
2022-04-07,Saudi Arabia,Global,9140785,46
2022-04-07,USA,Global,8190633,41
2022-04-07,Russia,Global,7749715,39
2022-04-07,Iraq,Global,4832717,24
2022-04-07,UAE,Global,3699656,18
2022-04-08,Saudi Arabia,Global,9291484,46
2022-04-08,USA,Global,8444405,42
2022-04-08,Russia,Global,7755848,39
2022-04-08,Iraq,Global,4745399,24
2022-04-08,UAE,Global,3470815,17
2022-04-09,Saudi Arabia,Global,8803613,44
2022-04-09,USA,Global,8256479,41
2022-04-09,Russia,Global,7683999,38
2022-04-09,Iraq,Global,4621005,23
2022-04-09,UAE,Global,3734752,19
2022-04-10,Saudi Arabia,Global,9188675,46
2022-04-10,USA,Global,8366903,42
2022-04-10,Russia,Global,7710652,39
2022-04-10,Iraq,Global,4585697,23
2022-04-10,UAE,Global,3846260,19
2022-04-11,Saudi Arabia,Global,9164620,46
2022-04-11,USA,Global,8276170,41
2022-04-11,Russia,Global,7625578,38
2022-04-11,Iraq,Global,4599716,23
2022-04-11,UAE,Global,3709815,19
2022-04-12,Saudi Arabia,Global,9198510,46
2022-04-12,USA,Global,8268559,41
2022-04-12,Russia,Global,7656288,38
2022-04-12,Iraq,Global,4421131,22
2022-04-12,UAE,Global,3631669,18
2022-04-13,Saudi Arabia,Global,9314996,47
2022-04-13,USA,Global,8151316,41
2022-04-13,Russia,Global,7658965,38
2022-04-13,Iraq,Global,4843879,24
2022-04-13,UAE,Global,3589127,18
2022-04-14,Saudi Arabia,Global,8963782,45
2022-04-14,USA,Global,8171107,41
2022-04-14,Russia,Global,7622576,38
2022-04-14,Iraq,Global,4550265,23
2022-04-14,UAE,Global,3668895,18
2022-04-15,Saudi Arabia,Global,9268149,46
2022-04-15,USA,Global,8193030,41
2022-04-15,Russia,Global,7740471,39
2022-04-15,Iraq,Global,4966435,25
2022-04-15,UAE,Global,3642992,18
2022-04-16,Saudi Arabia,Global,9235340,46
2022-04-16,USA,Global,8117206,41
2022-04-16,Russia,Global,7566634,38
2022-04-16,Iraq,Global,4605851,23
2022-04-16,UAE,Global,3621774,18
2022-04-17,Saudi Arabia,Global,9246615,46
2022-04-17,USA,Global,8545055,43
2022-04-17,Russia,Global,7585288,38
2022-04-17,Iraq,Global,4630200,23
2022-04-17,UAE,Global,3683226,18
2022-04-18,Saudi Arabia,Global,9251113,46
2022-04-18,USA,Global,8231276,41
2022-04-18,Russia,Global,7884358,39
2022-04-18,Iraq,Global,4327785,22
2022-04-18,UAE,Global,3333704,17
2022-04-19,Saudi Arabia,Global,9116354,46
2022-04-19,USA,Global,8355331,42
2022-04-19,Russia,Global,7455889,37
2022-04-19,Iraq,Global,4239591,21
2022-04-19,UAE,Global,3776413,19
2022-04-20,Saudi Arabia,Global,9226221,46
2022-04-20,USA,Global,8026141,40
2022-04-20,Russia,Global,7541841,38
2022-04-20,Iraq,Global,4544211,23
2022-04-20,UAE,Global,3706253,19
2022-04-21,Saudi Arabia,Global,9094605,45
2022-04-21,USA,Global,8262662,41
2022-04-21,Russia,Global,7260358,36
2022-04-21,Iraq,Global,4560024,23
2022-04-21,UAE,Global,3519644,18
2022-04-22,Saudi Arabia,Global,9148925,46
2022-04-22,USA,Global,8106669,41
2022-04-22,Russia,Global,7807053,39
2022-04-22,Iraq,Global,4408476,22
2022-04-22,UAE,Global,3694200,18
2022-04-23,Saudi Arabia,Global,9269895,46
2022-04-23,USA,Global,8464642,42
2022-04-23,Russia,Global,7613880,38
2022-04-23,Iraq,Global,4734814,24
2022-04-23,UAE,Global,3415565,17
2022-04-24,Saudi Arabia,Global,8826065,44
2022-04-24,USA,Global,8311574,42
2022-04-24,Russia,Global,7684024,38
2022-04-24,Iraq,Global,4861635,24
2022-04-24,UAE,Global,3478848,17
2022-04-25,Saudi Arabia,Global,9261502,46
2022-04-25,USA,Global,8463839,42
2022-04-25,Russia,Global,7746473,39
2022-04-25,Iraq,Global,4725004,24
2022-04-25,UAE,Global,3684800,18
2022-04-26,Saudi Arabia,Global,8946489,45
2022-04-26,USA,Global,8385457,42
2022-04-26,Russia,Global,7590492,38
2022-04-26,Iraq,Global,4757793,24
2022-04-26,UAE,Global,3447666,17
2022-04-27,Saudi Arabia,Global,9003752,45
2022-04-27,USA,Global,8395934,42
2022-04-27,Russia,Global,7628576,38
2022-04-27,Iraq,Global,4898662,24
2022-04-27,UAE,Global,3668937,18
2022-04-28,Saudi Arabia,Global,8902883,45
2022-04-28,USA,Global,8312978,42
2022-04-28,Russia,Global,7590684,38
2022-04-28,Iraq,Global,4783971,24
2022-04-28,UAE,Global,3682949,18
2022-04-29,Saudi Arabia,Global,8946144,45
2022-04-29,USA,Global,8202256,41
2022-04-29,Russia,Global,8007045,40
2022-04-29,Iraq,Global,4751559,24
2022-04-29,UAE,Global,3668984,18
2022-04-30,Saudi Arabia,Global,9337304,47
2022-04-30,USA,Global,8207603,41
2022-04-30,Russia,Global,7707433,39
2022-04-30,Iraq,Global,4512259,23
2022-04-30,UAE,Global,3711080,19
2022-05-01,Saudi Arabia,Global,9329658,47
2022-05-01,USA,Global,8048932,40
2022-05-01,Russia,Global,7888016,39
2022-05-01,Iraq,Global,4660585,23
2022-05-01,UAE,Global,3541176,18
2022-05-02,Saudi Arabia,Global,9322273,47
2022-05-02,USA,Global,8129609,41
2022-05-02,Russia,Global,7786556,39
2022-05-02,Iraq,Global,4628865,23
2022-05-02,UAE,Global,3663655,18
2022-05-03,Saudi Arabia,Global,9244898,46
2022-05-03,USA,Global,8214499,41
2022-05-03,Russia,Global,7371535,37
2022-05-03,Iraq,Global,4502678,23
2022-05-03,UAE,Global,3810276,19
2022-05-04,Saudi Arabia,Global,9149229,46
2022-05-04,USA,Global,8090490,40
2022-05-04,Russia,Global,7465264,37
2022-05-04,Iraq,Global,4507089,23
2022-05-04,UAE,Global,3365780,17
2022-05-05,Saudi Arabia,Global,9151993,46
2022-05-05,USA,Global,8077419,40
2022-05-05,Russia,Global,7522197,38
2022-05-05,Iraq,Global,4656967,23
2022-05-05,UAE,Global,3721781,19
2022-05-06,Saudi Arabia,Global,9479251,47
2022-05-06,USA,Global,7938488,40
2022-05-06,Russia,Global,7839178,39
2022-05-06,Iraq,Global,4811236,24
2022-05-06,UAE,Global,3548407,18
2022-05-07,Saudi Arabia,Global,9193793,46
2022-05-07,USA,Global,8094663,40
2022-05-07,Russia,Global,7691161,38
2022-05-07,Iraq,Global,4889677,24
2022-05-07,UAE,Global,3754149,19
2022-05-08,Saudi Arabia,Global,9237587,46
2022-05-08,USA,Global,8096750,40
2022-05-08,Russia,Global,7438687,37
2022-05-08,Iraq,Global,4630026,23
2022-05-08,UAE,Global,3842287,19
2022-05-09,Saudi Arabia,Global,8930161,45
2022-05-09,USA,Global,8000973,40
2022-05-09,Russia,Global,7678177,38
2022-05-09,Iraq,Global,4511538,23
2022-05-09,UAE,Global,3540358,18
2022-05-10,Saudi Arabia,Global,9093590,45
2022-05-10,USA,Global,7952287,40
2022-05-10,Russia,Global,7511012,38
2022-05-10,Iraq,Global,4762644,24
2022-05-10,UAE,Global,3461025,17
2022-05-11,Saudi Arabia,Global,8915296,45
2022-05-11,USA,Global,8060473,40
2022-05-11,Russia,Global,7764770,39
2022-05-11,Iraq,Global,4625439,23
2022-05-11,UAE,Global,3585290,18
2022-05-12,Saudi Arabia,Global,9159432,46
2022-05-12,USA,Global,7890922,39
2022-05-12,Russia,Global,7726984,39
2022-05-12,Iraq,Global,4710293,24
2022-05-12,UAE,Global,3591381,18
2022-05-13,Saudi Arabia,Global,9301422,47
2022-05-13,USA,Global,7981409,40
2022-05-13,Russia,Global,7819720,39
2022-05-13,Iraq,Global,4673707,23
2022-05-13,UAE,Global,3600050,18
2022-05-14,Saudi Arabia,Global,9145263,46
2022-05-14,USA,Global,8132155,41
2022-05-14,Russia,Global,7831287,39
2022-05-14,Iraq,Global,4486743,22
2022-05-14,UAE,Global,3533867,18
2022-05-15,Saudi Arabia,Global,9301357,47
2022-05-15,USA,Global,8056581,40
